,Title,Title_Synonym,Title_Japanese,Status,Volumns,Chapters,Publishing,Rank,Score,Scored_by,Popularity,Memebers,Favorites,Synopsis,Publish_period,Genre
492,Fools,Fools,FOOLS,Finished,4.0,74.0,False,475,8.13,1191,4699,2945,79,"For college senior Edward, friends and relationships have always been a bit of a nuisance until he meets Justin, the peppy new freshman eager to be his friend... or more? (Source: Tapas)","Jun  6, 2016 to Oct  5, 2017","'School', 'Shounen Ai', 'Slice of Life'"
493,Hidamari ga Kikoeru: Limit,I Hear the Sunspot: Limit,ひだまりが聴こえる -リミット-,Finished,3.0,19.0,False,499,8.11,801,6672,1954,28,"In this new addition to the I Hear the Sunspot series, Kouhei continues on as a student, while Taichi makes his way out into the working world to pursue his own calling and the two begin a new life together! (Source: One Peace Books)","Oct  22, 2016 to Dec  27, 2019","'Drama', 'Shounen Ai', 'Slice of Life'"
494,The Fantasie of a Stepmother,The Fantasie of a Stepmother,어떤 계모님의 메르헨,Publishing,unkown,unkown,True,500,8.11,1338,3825,3688,80,"It is a mystery why the late Marquess Johannes von Neuschwanstein decided to marry a 16-year-old girl barely older than his eldest child. Whatever the reason, Shuli is left to shoulder heavy responsibilities as marchioness after his death. On top of the responsibility to manage a prestigious household with close ties to the empire's royal family, she becomes stepmother to four children who deeply mistrust her. For seven years, Shuli dedicates herself to raising the children well and safeguarding the family fortune. She believes she only has to wait until her son Jeremy will take over as head of the family—then she can live freely. However, on the long-awaited day of his wedding, she is caught up in a tragic accident. When Shuli next opens her eyes, she finds herself in the past, hours before Johannes' funeral. Although uncertain why she has been granted a second chance at life, this time she is determined to build relationships with the children as well as allow for her own happiness. [Written by MAL Rewrite]","Jul  4, 2019 to present","'Drama', 'Fantasy', 'Romance'"
495,Ore Monogatari!!,My Love Story!!,俺物語!!,Finished,13.0,52.0,False,495,8.11,8968,456,26408,503,"High school student Takeo Gouda has an intimidating physique that often scares strangers away. Despite his looks, he is appreciated for his kind and manly nature, making him well liked and respected among those who truly know him. However, he has had no luck with romance. Instead, every girl he likes always ends up taking interest in his best friend—the quiet and handsome Makoto Sunakawa. One day, Takeo falls in love with the cute and petite Rinko Yamato after saving her from an unpleasant situation. Little does he know, Rinko fell in love with him too! Oblivious, Takeo believes that Yamato is interested in Sunakawa, so soft-hearted Takeo decides to help bring the two together, even if he has to abandon his love story. [Written by MAL Rewrite]","Dec  13, 2011 to Jul  13, 2016","'Comedy', 'Romance', 'Shoujo'"
496,X,X,X,On Hiatus,18.0,158.0,False,501,8.11,7589,613,20165,904,"Six years ago, Kamui Shirou and siblings Fuuma and Kotori Monou were inseparable childhood friends. After the sudden, gruesome death of the Monou siblings' mother, Kamui was taken away from Tokyo by his own mother. In the years that passed, the two lived peacefully while Kamui strengthened his innate telekinetic abilities. When his mother passes away in 1999, her dying wish prompts him to return to Tokyo to face his ""destiny."" When Kamui reappears in the city, his attitude has taken a drastic turn, and he displays the growth of his powers through violent confrontations in the streets. Various opponents come after him asking if he is ""Kamui,"" but they seem to be demanding something far more significant than his name. These fighters represent two opposite factions—the Dragons of Heaven and the Dragons of Earth—who each wish to recruit him to their cause. Piecing together clues about the apocalyptic ""promised day,"" Kamui realizes that he holds the fate of the world in his hands. Depending on which group of Dragons he allies himself with, he can either choose to save the world—or end it. [Written by MAL Rewrite]","Mar  24, 1992 to Mar  24, 2003","'Action', 'Drama', 'Fantasy', 'Shoujo', 'Super Power', 'Supernatural', 'Psychological'"
497,Beauty Pop,Beauty Pop,ビューティーポップ,Finished,10.0,57.0,False,502,8.11,13873,480,25298,999,"First-year high school student Kiri Koshiba is a skilled hairstylist. Whenever others are bullied or ridiculed for their appearance, she steps in to do some ""magic,"" giving them makeovers that bring out their natural beauty. At Kiri's school, three second-year students make up the popular Scissors Project (SP): Shougo Narumi, the hairstylist; Kei Minami, the nail artist; and Kazuhiko Ochiai, the overall beauty consultant. The SP selectively chooses one female student to makeover and produces amazing results every time. When Kanako Aoyama, Kiri's childhood friend, confesses her feelings to Ochiai by giving him a present, she is accused of bribing her way into becoming the next girl for an SP makeover. Kiri comes to Kanako's defense and performs some ""magic"" on her, leaving the SP stunned at Kanako's transformation. Not knowing who is responsible, the SP searches for Kanako's hairstylist in order to have a haircutting showdown, the start of a rivalry between Narumi and Kiri. [Written by MAL Rewrite] Included one-shots: Volume 2: Dream Come True Volume 3: Teen Drop Volume 7: Twisted Typhoon, I Want to Be a Prince Volume 10: Shampoo's Concern, Hysteric Heart, Daily Life in the Narumi Family",Sep  2003 to Feb  2008,"'Comedy', 'Romance', 'School', 'Shoujo'"
498,Dogs: Bullets & Carnage,Dogs: Bullets & Carnage,DOGS / BULLETS & CARNAGE,On Hiatus,10.0,101.0,False,503,8.11,8392,415,29572,1705,"Sometime in the future, somewhere in Europe, a city has many levels of underground, secret, dangerous levels that have answers to the past. Mihai is a retired assassin who has returned home to settle a vendetta and start a new life as a restaurant owner. Haine was genetically experimented on as a child, which led to him possesing dog like attributes. Badou is his clumsy chain smoking partner who becomes deranged when denied cigarettes. Naoto was orphaned as a child and has amnesia was trained to wield the sword. Their pasts are somehow connected to the secret underground and the organization that controls it. (Source: ANN) Included one-shot: Volume 2: Dogs: Hardcore Twins","Jun  18, 2005 to Mar  19, 2015","'Action', 'Drama', 'Seinen'"
499,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,JoJo's Bizarre Adventure Part 3: Stardust Crusaders,ジョジョの奇妙な冒険 スターダストクルセイダース,Finished,16.0,152.0,False,498,8.11,42409,137,71325,2877,"In 1989, Joseph Joestar arrives in Japan to meet his troubled grandson Joutarou Kuujou at the request of his daughter Holly. Joutarou has locked himself in a jail cell out of fear that an evil spirit is possessing him and that he may cause harm to others. However, Joseph reveals the truth to Joutarou: this ""spirit"" is really a ""Stand,"" a physical manifestation of one's fighting spirit. What's more, Joseph and his companion Mohammed Avdol possess Stands of their own and have learned to control them with ease. Joseph's arrival comes with another piece of news: an old family enemy has returned from the grave, causing the Stands of the Joestar family to awaken. However, when a Stand manifests within Holly, her inability to cope with it leaves her gravely ill, stirring the men into action. Armed with the power of Stands, a globe-trotting adventure from Japan to Egypt—where their adversary resides—begins. Meeting an array of nefarious Stand users along the way, as well as new allies, the team leads a crusade to save Holly and put an end to their enemy for good. [Written by MAL Rewrite]","Mar  20, 1989 to Apr  14, 1992","'Action', 'Adventure', 'Shounen', 'Supernatural'"
500,Futatsu no Spica,Twin Spica,ふたつのスピカ,Finished,16.0,97.0,False,505,8.11,1025,3127,4564,156,"Asumi Kamogawa is a small, 14-year-old girl with a burning passion for the cosmos, especially the stars. Since her early childhood, she has been learning about space from a man she calls ""Lion-san,"" a wise and friendly ghost wearing a giant lion head. Despite a rough family dynamic, Asumi decides to enroll in the Tokyo Space School. Asumi soon makes a group of friends at school: Shinnosuke Fuchuuya, Asumi's childhood friend with glasses and somewhat brutal honesty; Kei Oumi, a very friendly girl who was inspired by Neil Armstrong's pictures of the first lunar landing; Marika Ukita, an unsociable yet beautiful girl with some secrets of her own; and Shuu Suzuki, a bold yet intelligent boy with a very laidback outlook. Set in an alternate future where Japan's first man-made rocket crashed in 2010, Futatsu no Spica is a coming-of-age story revolving around these young high schoolers and their path toward the stars. [Written by MAL Rewrite]","Jun  5, 2000 to Aug  5, 2009","'Drama', 'Fantasy', 'Sci-Fi', 'Slice of Life', 'Supernatural', 'Seinen'"
501,Hotarubi no Mori e,unkown,蛍火の杜へ,Finished,1.0,4.0,False,506,8.11,8143,720,17609,261,"1. Hanauta Nagaruru (Overhearing a Flower Song) 2. Hotarubi no Mori e (Into the Forest of Fireflies' Light) 3. Kurukuru Ochiba (The Fallling of Autumn Leaves) 4. Hibi, Fukaku (Deepening the Scar)","Jun  10, 2002 to Mar  24, 2003","'Drama', 'Romance', 'Shoujo'"
502,Yamamoto Zenjirou to Moushimasu,unkown,山本善次朗と申します,Finished,5.0,20.0,False,507,8.11,2262,2386,5974,78,"Hotate is a 10 year old girl who was living at her grandmother's house since her mother died. One day her grandmother tells Hotate that she can't care for her anymore because of her age and that she's going to have to live at her uncle's house. After moving to her uncle's house, she attends a new school, but things aren't easy because of her special ability to see the dead. Can she make friends with students in her new class? And what's the secret behind the bond between her and her uncle...?! (Source: DivineSanctuary) Included one-shot: Volume 3: Aishite Nai","Feb  2007 to Aug  17, 2011","'Drama', 'Romance', 'Shoujo', 'Supernatural'"
